id,name,price,city,district,road,addr,review,empty_review
1,品?100元熱炒,低,台北市,大安區,樂利路68號,106台北市大安區樂利路68號,757,633
2,金霸王熱炒?快炒100 健康店,低,台北市,松山區,健康路5-1號,105台北市松山區健康路5-1號,168,181
3,?客棧海鮮熱炒,中,台北市,中山區,民生東路二段2號,10491台北市中山區民生東路二段2號,390,523
4,大道18號精緻熱炒,中,台北市,大安區,市民大道四段20號,106台北市大安區市民大道四段20號,261,320
5,宜蘭大溪港現撈海鮮熱炒,低,台北市,萬華區,長沙街二段69號,108台北市萬華區長沙街二段69號,233,281
6,勁喝呷熱炒,中,台北市,中山區,長春路119-9號,10491台北市中山區長春路119-9號,192,247
7,港記 港式熱炒泰國蝦,中,台北市,中山區,長安東路一段48號,10491台北市中山區長安東路一段48號,80,82
8,2馬快炒,低,台北市,中山區,中山北路一段105巷13-3號,10491台北市中山區中山北路一段105巷13-3號,120,142
9,33區熱炒,低,台北市,中山區,長安東路一段63-1號,10491台北市中山區長安東路一段63-1號,541,672
10,八芳快炒,低,台北市,中正區,南陽街3號,100台北市中正區南陽街3號,92,35
11,豪香熱炒,低,台北市,大安區,羅斯福路三段333巷7號,106台北市大安區羅斯福路三段333巷7號,299,267
12,天金海鮮熱炒,低,台北市,大同區,民樂街117號,103台北市大同區民樂街117號,137,91
13,土狗幫熱炒燒烤餐廳,,台北市,大安區,新生南路一段147-2號,106台北市大安區新生南路一段147-2號,151,123
14,老朋友小酌熱炒,低,台北市,大安區,安和路二段36號1F,106台北市大安區安和路二段36號1F,433,350
15,南昌夜市紅燈籠熱炒,低,台北市,中正區,南昌路二段14號,100台北市中正區南昌路二段14號,50,25
16,潮鮮平價海鮮熱炒,中,台北市,松山區,市民大道四段157號,106台北市松山區市民大道四段157號,107,106
17,炒天下熱炒,中,台北市,大安區,通化街171巷36號,106台北市大安區通化街171巷36號,132,107
18,九三熱炒,低,台北市,大安區,杭州南路二段93巷2號,106台北市大安區杭州南路二段93巷2號,69,52
19,天一熱炒,低,台北市,中山區,錦州街210號,10491台北市中山區錦州街210號,64,51
20,平價快炒,低,台北市,大安區,忠孝東路四段216巷19弄10號,106台北市大安區忠孝東路四段216巷19弄10號,551,455
21,熱翻天生猛海鮮,低,台北市,大安區,復興南路二段154號,10665台北市大安區復興南路二段154號,286,270
22,新欣餐飲熱炒店,,台北市,中正區,羅斯福路一段9巷1號,100台北市中正區羅斯福路一段9巷1號,6,1
23,大道創意料理快炒,中,台北市,中山區,市民大道三段35號,104台北市中山區市民大道三段35號,200,176
24,東山快炒(炒飯/炒麵/平價熱炒專售),低,台北市,萬華區,和平西路三段151號,108台北市萬華區和平西路三段151號,47,23
25,嚐鮮樓精緻熱炒,中,台北市,信義區,信安街92號,110台北市信義區信安街92號,92,111
26,好棒棒平價快炒,低,台北市,大安區,復興南路一段271號,106台北市大安區復興南路一段271號,270,222
27,一郎嫂快炒,,台北市,大同區,民樂街3號,103台北市大同區民樂街3號,57,26
28,東山快炒(炒飯[斜槓]炒麵[斜槓]平價熱炒專售),低,台北市,萬華區,和平西路三段151號,108台北市萬華區和平西路三段151號,47,23
29,大三?快炒店,低,台北市,中山區,民生東路一段23巷6號,10491台北市中山區民生東路一段23巷6號,19,20
30,夫妻檔熱炒,,台北市,萬華區,華西街138號攤位,108台北市萬華區華西街138號攤位,5,3
31,滿漢熱炒,中,台北市,信義區,永吉路522號,110台北市信義區永吉路522號,120,128
32,阿源師熱炒店,,台北市,萬華區,環河南路一段17之2號,108台北市萬華區環河南路一段17之2號,3,1
33,水中鮮100元快炒,低,台北市,松山區,延吉街44號,105台北市松山區延吉街44號,120,118
34,尊王活海鮮,低,台北市,大安區,和平東路三段228巷45號,106台北市大安區和平東路三段228巷45號,333,380
35,Pocha 韓式熱炒,中,台北市,大安區,忠孝東路四段216巷19弄9號,106台北市大安區忠孝東路四段216巷19弄9號,666,280
36,阿文熱炒,低,台北市,大同區,延平北路二段50巷12號,103台北市大同區延平北路二段50巷12號,57,40
37,珍美味海鮮熱炒100-清燉羊肉爐 砂鍋魚頭 多人聚餐廳(人氣必吃推薦),,台北市,大安區,復興南路二段136號,106台北市大安區復興南路二段136號,59,48
38,尚介青鵝肉城熱炒,低,台北市,中正區,中華路二段311巷14號,100台北市中正區中華路二段311巷14號,251,213
39,萬青熱炒店,,台北市,萬華區,萬青街137號,108台北市萬華區萬青街137號,27,13
40,滿漢牛肉麵食堂-推薦必吃平價 隱藏版美食 熱炒 合菜 聚餐宵夜,中,台北市,萬華區,武昌街二段50巷22號,108台北市萬華區武昌街二段50巷22號,157,130
41,牛家莊 熱炒,,台北市,中山區,吉林路234號,10491台北市中山區吉林路234號,28,21
42,新味珍復古熱炒,低,台北市,文山區,興德路9號,116台北市文山區興德路9號,176,156
43,省都快炒,,台北市,大安區,大安路一段31巷1號,106台北市大安區大安路一段31巷1號,6,9
44,天天來海鮮熱炒,,台北市,萬華區,萬大路11號,108台北市萬華區萬大路11號,25,34
45,和園川味小吃,低,台北市,中正區,紹興南街5之2號,100台北市中正區紹興南街5之2號,266,173
46,常旺海鮮熱炒,低,台北市,南港區,中坡北路4號,115台北市南港區中坡北路4號,500,560
47,紅翻天生猛海鮮,低,台北市,中山區,吉林路239號,10491台北市中山區吉林路239號,687,703
48,味道生猛活海鮮,,台北市,中山區,民權東路二段13號1樓,10491台北市中山區民權東路二段13號1樓,56,53
49,帝一好生猛快炒,中,台北市,大同區,延平北路三段55號,103台北市大同區延平北路三段55號,65,32
50,台南鱔魚麵熱炒專家,,台北市,大同區,延平北路三段59號,103台北市大同區延平北路三段59號,34,23
51,宜蘭烏石港熱炒,,台北市,中山區,農安街96號,10491台北市中山區農安街96號,6,8
52,中央市場生猛海鮮100,中,台北市,中山區,長安東路一段52-1號,104台北市中山區長安東路一段52-1號,582,808
53,臨洋港生猛活海鮮長安店,低,台北市,中山區,長安東路一段99號,10491台北市中山區長安東路一段99號,664,726
54,大溪港,中,台北市,中山區,長安東路一段54號,10491台北市中山區長安東路一段54號,195,213
55,鮮定味生猛海鮮（長安店）,,台北市,中山區,長安東路一段67號,104台北市中山區長安東路一段67號,597,793
56,薑母六三精緻鍋物,中,台北市,中山區,長安東路一段63號,10491台北市中山區長安東路一段63號,31,47
57,回味熱炒小館(統一編號72989237),,台北市,中山區,民生東路一段80號,10491台北市中山區民生東路一段80號,6,2
58,鑫?100現撈活海鮮,低,台北市,中山區,吉林路254號,10491台北市中山區吉林路254號,42,58
59,三隻小豬熱炒100,中,台北市,信義區,松隆路22號,110台北市信義區松隆路22號,145,132
60,品麟生猛活海鮮-平價快熱炒料理 團體聚餐推薦(人氣必吃),中,台北市,松山區,新東街60巷17號,105台北市松山區新東街60巷17號,129,161
61,無名熱炒,,台北市,松山區,新東街48號,105台北市松山區新東街48號,62,35
62,鑫?熱炒店,中,台北市,內湖區,瑞光路288號,114台北市內湖區瑞光路288號,510,527
63,十三香海鮮熱炒店,中,台北市,大安區,信義路四段345號,106台北市大安區信義路四段345號,87,97
64,擱再來海鮮快炒店,低,台北市,中正區,羅斯福路三段244巷12-1號,100台北市中正區羅斯福路三段244巷12-1號,3,0
65,小漁村精緻海鮮平價快炒,低,台北市,中正區,中華路二段311巷19號,100台北市中正區中華路二段311巷19號,140,126
66,打?生猛活海鮮,中,台北市,中正區,羅斯福路一段43號,100台北市中正區羅斯福路一段43號,738,652
67,萬興熱炒,,台北市,文山區,興隆路一段228號,116台北市文山區興隆路一段228號,15,7
68,李家榕樹下快炒,中,台北市,大安區,嘉興街382巷2號,106台北市大安區嘉興街382巷2號,173,136
69,海福岡日本料理海鮮熱炒,,台北市,大安區,四維路170巷31號,106台北市大安區四維路170巷31號,132,64
70,建成大廚熱炒店,,台北市,南港區,昆陽街4號,115台北市南港區昆陽街4號,10,0
71,大烹小饌[斜槓]原胖子八德,中,台北市,松山區,八德路四段279號1,105台北市松山區八德路四段279號1,201,200
72,869海鮮熱炒,低,台北市,信義區,松隆路64號,110台北市信義區松隆路64號,72,93
73,台北ㄐ廠生猛海鮮,中,台北市,松山區,市民大道五段143號,105台北市松山區市民大道五段143號,215,220
74,轉角熱炒店,中,台北市,信義區,永吉路556號,110台北市信義區永吉路556號,144,100
75,漁聚蚌熱炒.海鮮.燒烤,中,台北市,松山區,南京東路五段339號,105台北市松山區南京東路五段339號,47,44
76,黑松熱炒（黑白切、鵝肉、羊肉爐）,,台北市,內湖區,"號 183, 成功路二段","號 183, 成功路二段內湖區台北市114",77,62
77,萬里香熱炒,中,台北市,松山區,饒河街30號,105台北市松山區饒河街30號,36,45
78,第一鮮生猛現撈熱炒,低,台北市,南港區,忠孝東路六段323號,115台北市南港區忠孝東路六段323號,304,370
79,做伙來熱炒 海鮮熱炒 代客料理,低,台北市,內湖區,成功路二段258號,114台北市內湖區成功路二段258號,56,71
80,鑫?生猛活海鮮,低,台北市,信義區,永吉路179號,110台北市信義區永吉路179號,278,349
81,南港熱炒,低,台北市,南港區,同德路23號,115台北市南港區同德路23號,24,24
82,噗嚨哄海鮮熱炒,,台北市,大安區,"號, No. 21光復南路456巷","號, No. 21光復南路456巷大安區台北市106",167,40
83,阿珍熱炒,,台北市,大安區,和平東路三段308巷32號號,106台北市大安區和平東路三段308巷32號號,15,21
84,南京快炒,,台北市,松山區,南京東路五段23巷5弄2-2號,105台北市松山區南京東路五段23巷5弄2-2號,7,3
85,大排檔海鮮快炒,,台北市,南港區,重陽路184號,115台北市南港區重陽路184號,17,29
86,海角47號旗艦店,低,台北市,南港區,研究院路一段23號,115台北市南港區研究院路一段23號,251,343
87,活醉蝦海產-平價海鮮熱炒 尾牙春酒年菜 團體聚餐廳（人氣必吃推薦）,中,台北市,信義區,松山路515巷2弄19號,110台北市信義區松山路515巷2弄19號,72,87
88,紅燈籠快炒,,台北市,信義區,吳興街156巷5號,110台北市信義區吳興街156巷5號,39,13
89,第一鮮生猛現撈現炒,低,台北市,信義區,林口街68號,110台北市信義區林口街68號,330,392
90,好運道大排檔 港台熱炒,,台北市,信義區,和平東路三段195號,110台北市信義區和平東路三段195號,19,17
91,家常熱炒,,台北市,南港區,研究院路三段68巷2號號,115台北市南港區研究院路三段68巷2號號,23,14
92,0589青閣讚平價熱炒,,台北市,信義區,林口街70號,110台北市信義區林口街70號,1,1
93,楊師傅熱炒,,台北市,信義區,永吉路278巷63號,110台北市信義區永吉路278巷63號,104,106
94,58快炒,低,台北市,南港區,舊莊街一段58號,115台北市南港區舊莊街一段58號,16,18
95,小林海產,中,台北市,大安區,光復南路574-1號,106台北市大安區光復南路574-1號,753,637
96,原士林牛肉嫂快炒店,低,台北市,士林區,後港街188號,111台北市士林區後港街188號,16,3
97,益源熱炒,,台北市,士林區,承德路四段40巷54號號,111台北市士林區承德路四段40巷54號號,27,16
98,大西洋熱炒,,台北市,北投區,自強街141巷5號,112台北市北投區自強街141巷5號,6,0
99,阿薩姆海鮮快炒店,中,台北市,士林區,德行西路87號,111台北市士林區德行西路87號,127,128
100,賢記熱炒,低,台北市,中山區,大直街44號,10462台北市中山區大直街44號,97,67
101,熱炒,,台北市,內湖區,內湖路一段737巷38-44號,114台北市內湖區內湖路一段737巷38-44號,2,5
102,玖柱海鮮熱炒,,台北市,士林區,"1, No. 172號德行東路","1, No. 172號德行東路士林區台北市111",74,75
103,海味100熱炒,低,台北市,內湖區,文德路235號1樓,114台北市內湖區文德路235號1樓,82,57
104,海旺角生猛熱炒料理活海鮮,中,台北市,士林區,文林路676號,111台北市士林區文林路676號,279,309
105,一極鮮熱炒,中,台北市,士林區,福國路95之3號,111台北市士林區福國路95之3號,645,664
106,北港羊肉快炒店,,台北市,士林區,美崙街36號,111台北市士林區美崙街36號,36,24
107,大發生猛海鮮餐廳,中,台北市,北投區,裕民二路60號,112台北市北投區裕民二路60號,507,618
108,上園海鮮熱炒,,台北市,士林區,社正路71號,111台北市士林區社正路71號,78,126
109,聞香園熱炒100,低,台北市,內湖區,成功路四段41巷4號,114台北市內湖區成功路四段41巷4號,41,48
110,夯 鮮熱炒,,台北市,士林區,重慶北路四段261號,111台北市士林區重慶北路四段261號,1,17
111,珍味快炒,低,台北市,北投區,承德路七段280巷40號,112台北市北投區承德路七段280巷40號,139,122
112,阿弟熱炒店,低,台北市,士林區,"號 No. 280, 延平北路五段","號 No. 280, 延平北路五段士林區台北市111",39,45
113,八仙快炒,,台北市,北投區,尊賢街200-206號,112台北市北投區尊賢街200-206號,6,2
114,小吳現炒牛肉,低,台北市,士林區,德行東路216號,111台北市士林區德行東路216號,65,55
115,海陸現撈海鮮快炒,,台北市,士林區,"號, No. 77延平北路五段","號, No. 77延平北路五段士林區台北市111",6,19
116,士林夜市深夜流氓熱炒,低,台北市,士林區,大東路16號,111台北市士林區大東路16號,274,188
117,金?熱炒,低,台北市,北投區,大同街23號,112台北市北投區大同街23號,67,53
118,品林坊-終極熱炒,低,台北市,北投區,大興街42號,112台北市北投區大興街42號,73,79
119,馬場台菜熱炒,中,台北市,北投區,北投路一段75號,112台北市北投區北投路一段75號,233,297
120,真知味快炒,,台北市,北投區,永興路一段29號,112台北市北投區永興路一段29號,34,20
121,有有有鵝肉熱炒,,台北市,北投區,,112台北市北投區,34,52
122,順喜熱炒,中,台北市,北投區,"號, No. 72磺港路","號, No. 72磺港路北投區台北市112",60,89
123,酒加菜平價海鮮熱炒,中,台北市,北投區,中央北路二段56號,112台北市北投區中央北路二段56號,89,106
124,阿貴平價海鮮熱炒,中,台北市,北投區,中和街457之6號,112台北市北投區中和街457之6號,113,176
125,游家快炒,低,台北市,北投區,"號 之 9 號, No. 125吉利街","號 之 9 號, No. 125吉利街北投區台北市112",7,12
126,仙客來海鮮庭園餐廳,中,台北市,北投區,東華街二段114號112號,112台北市北投區東華街二段114號112號,620,770
127,艋舺尚介青海鮮熱炒,中,台北市,萬華區,環河南路二段244號,108台北市萬華區環河南路二段244號,53,64
128,萬國冰果熱炒店,,台北市,萬華區,華西街14之4號B區146～150號,108台北市萬華區華西街14之4號B區146～150號,1,0
129,海鮮快炒阿財,低,台北市,萬華區,萬大路486巷59弄54號,108台北市萬華區萬大路486巷59弄54號,15,19
130,夜夜生炒牛羊肉(萬國熱炒店),,台北市,萬華區,華西街14-3號,108台北市萬華區華西街14-3號,2,0
131,漁屋熱炒50,,台北市,萬華區,萬大路86號號,108台北市萬華區萬大路86號號,1,0
132,馬林漁生猛海鮮,中,台北市,萬華區,成都路135號,108台北市萬華區成都路135號,724,666
133,漁屋快炒,,台北市,萬華區,萬大路86號,108台北市萬華區萬大路86號,17,16
134,海產張小館 HAI CHAN CHANG restaurant,中,台北市,萬華區,漢口街二段55之6號,108台北市萬華區漢口街二段55之6號,99,71
135,榕樹下快炒,低,台北市,萬華區,萬大路340號,108台北市萬華區萬大路340號,53,45
136,新榮平價熱炒,中,台北市,文山區,木新路二段256號號,116台北市文山區木新路二段256號號,39,37
137,好菜場生猛海鮮,中,台北市,文山區,興隆路一段225號,116台北市文山區興隆路一段225號,126,205
138,景美熱炒,,台北市,文山區,景文街137號,116台北市文山區景文街137號,4,2
139,謝師父海產,低,台北市,文山區,興隆路三段15號,116台北市文山區興隆路三段15號,119,124
140,三兩三快炒,,台北市,萬華區,西園路二段140巷48號,108台北市萬華區西園路二段140巷48號,1,0
141,宗有快炒,低,台北市,南港區,研究院路二段158號號,115台北市南港區研究院路二段158號號,11,9
142,海大富居酒屋-台北市中山區日式居酒屋 調酒 船釣現撈烤魚 日式串燒烤物 炸物 冷食 刺身 炒物 私房料理推薦,,台北市,中山區,中山北路二段77巷37號 號1樓,10491台北市中山區中山北路二段77巷37號 號1樓,59,32
143,來來鵝肉活海鮮[斜槓]中山區美食[斜槓]中山區海鮮餐廳[斜槓]中山區熱炒[斜槓]遼寧街夜市美食[斜槓]遼寧街夜市小吃[斜槓]遼寧街夜市熱炒,中,台北市,中山區,遼寧街61號,10491台北市中山區遼寧街61號,100,96
144,龍江路熱炒,,台北市,中山區,龍江路175號之1號,104台北市中山區龍江路175號之1號,2,3
145,師父熱炒店,,台北市,松山區,撫遠街,105台北市松山區撫遠街,6,2
146,榕樹下（炒飯、麵、熱炒）,,台北市,松山區,民生東路四段99號,105台北市松山區民生東路四段99號,3,3
147,香而廉小館,低,台北市,中山區,合江街17巷2號,10491台北市中山區合江街17巷2號,373,254
148,88 家常菜,低,台北市,松山區,復興北路231巷17號,105台北市松山區復興北路231巷17號,366,199
149,長青家常菜,,台北市,中山區,合江街91號,10491台北市中山區合江街91號,13,13
150,尚?生猛海鮮,中,台北市,中山區,"號 No, No. 45復興北路514巷","號 No, No. 45復興北路514巷中山區台北市104",115,131
151,森?生猛海鮮,中,台北市,中山區,龍江路258號,104台北市中山區龍江路258號,244,305
152,醉翁漁港海鮮,中,台北市,松山區,長安東路二段272號,105台北市松山區長安東路二段272號,372,490
153,快炒屋,,台北市,南港區,研究院路一段101巷,115台北市南港區研究院路一段101巷,33,13
154,豐盛快炒,,台北市,內湖區,"號, No. 2康樂街61巷","號, No. 2康樂街61巷內湖區台北市114",56,43
155,呷飽二海鮮熱炒,中,台北市,內湖區,康樂街120號號,114台北市內湖區康樂街120號號,59,80
156,名順海鮮料理,,台北市,內湖區,東湖路108號,114台北市內湖區東湖路108號,33,35
157,老地方平價快炒,,台北市,內湖區,"No, No. 430成功路二段","No, No. 430成功路二段內湖區台北市114",37,34
158,捷運麵攤,,台北市,內湖區,康寧路三段16巷8號,114台北市內湖區康寧路三段16巷8號,5,0
159,家鄉小吃,低,台北市,內湖區,康寧路三段189巷12弄2號,114台北市內湖區康寧路三段189巷12弄2號,59,45
160,南港炒牛肉店,低,台北市,南港區,興東街7-1號,115台北市南港區興東街7-1號,507,446
161,嚐虹海鮮熱炒,,台北市,內湖區,金龍路167號,114台北市內湖區金龍路167號,7,1
162,天下第一味,中,台北市,內湖區,瑞光路53號,114台北市內湖區瑞光路53號,156,163
163,2018搞食堂 內湖熱炒[斜槓]庭院式燒烤[斜槓]內湖餐廳推薦[斜槓]內湖美食[斜槓]葫洲站餐廳,,台北市,內湖區,康寧路三段11巷12號,114台北市內湖區康寧路三段11巷12號,20,1
164,四季鮮,中,台北市,南港區,新民街15號,115台北市南港區新民街15號,45,39
165,真品熱炒（東湖）,低,台北市,內湖區,康樂街162巷10號,114台北市內湖區康樂街162巷10號,22,21
166,晶棧熱炒,,台北市,士林區,基河路101號士林市場B1美食區20號攤位,111台北市士林區基河路101號士林市場B1美食區20號攤位,22,9
167,無人知影快炒,低,台北市,內湖區,內湖路一段285巷65弄7號,114台北市內湖區內湖路一段285巷65弄7號,61,31
168,黑美林,中,台北市,內湖區,內湖路一段231號,114台北市內湖區內湖路一段231號,656,734
169,水中鮮餐廳,中,台北市,內湖區,成功路四段305號,114台北市內湖區成功路四段305號,167,222
170,北港羊肉 羊肉湯 招牌魯肉飯 快炒,,台北市,內湖區,康寧路一段34號號,114台北市內湖區康寧路一段34號號,7,12
171,大灣碼頭-松隆店,中,台北市,信義區,松隆路1號,110台北市信義區松隆路1號,440,434
172,安和記麻油雞快炒,,台北市,信義區,福德街243號,110台北市信義區福德街243號,49,19
173,胖子小吃部,中,台北市,大安區,安東街50之6號,106台北市大安區安東街50之6號,497,412
174,古早味快炒,,台北市,大安區,仁愛路四段300巷13號,106台北市大安區仁愛路四段300巷13號,2,3
175,海陸快炒,,台北市,南港區,研究院路二段160號,115台北市南港區研究院路二段160號,1,1
176,桂花香 快炒屋,低,台北市,南港區,舊莊街一段49號,115台北市南港區舊莊街一段49號,52,43
177,江東小館,中,台北市,南港區,舊莊街一段145巷2弄1號,115台北市南港區舊莊街一段145巷2弄1號,64,69
178,金旺快炒便當,低,台北市,中山區,民權東路一段70巷16號,104台北市中山區民權東路一段70巷16號,51,26
179,魚港生猛海鮮,中,台北市,中山區,天祥路8號,10499台北市中山區天祥路8號,203,189
180,鮮定味生猛海鮮,,台北市,中山區,錦州街25號,104台北市中山區錦州街25號,441,504
181,吉鮮熱炒,中,台北市,中山區,吉林路387號,10491台北市中山區吉林路387號,53,56
182,吉林精緻小館[斜槓]中山區美食[斜槓]中山區餐廳[斜槓]中山區熱炒[斜槓]行天宮美食[斜槓]行天宮餐廳[斜槓]行天宮熱炒 中山區宵夜外送 中山區外送美食,,台北市,中山區,吉林路218巷2號,10491台北市中山區吉林路218巷2號,24,31
183,先進海產店,中,台北市,松山區,延吉街23巷5號,105台北市松山區延吉街23巷5號,510,368
184,鱘?生猛活海鮮,,台北市,中山區,八德路二段300巷80號,10491台北市中山區八德路二段300巷80號,377,390
185,伍記現炒,低,台北市,松山區,八德路二段366巷41號,105台北市松山區八德路二段366巷41號,71,47
186,B98現釀鮮啤酒海鮮燒烤,,台北市,中山區,民生東路三段82號,10491台北市中山區民生東路三段82號,48,52
187,58海鮮,,台北市,松山區,"號, No. 186八德路四段","號, No. 186八德路四段松山區台北市105",55,77
188,小顧榕樹下海鮮店,中,台北市,中山區,遼寧街130號,10491台北市中山區遼寧街130號,134,185
189,餐車熱炒(傍晚),,台北市,內湖區,"號, No. 462安康路","號, No. 462安康路內湖區台北市114",3,1
190,客棧啤酒屋,中,台北市,士林區,忠誠路一段105號,111台北市士林區忠誠路一段105號,165,201
191,鼓浪嶼海鮮屋,中,台北市,內湖區,瑞光路5號,114台北市內湖區瑞光路5號,114,144
192,莫宰羊-內湖港墘店,中,台北市,內湖區,內湖路一段639號,114台北市內湖區內湖路一段639號,552,458
193,737生魚片,,台北市,內湖區,內湖路一段737巷51弄5號,114台北市內湖區內湖路一段737巷51弄5號,2,1
194,八仙炭烤,中,台北市,大安區,新生南路二段28號,106台北市大安區新生南路二段28號,263,265
195,炫庄桶仔雞海產,中,台北市,中山區,長安東路二段31號,10491台北市中山區長安東路二段31號,110,152
196,阿才的店,中,台北市,中正區,仁愛路二段26號,100台北市中正區仁愛路二段26號,281,210
197,燕子快炒,,台北市,大安區,"號, No. 242大安路二段","號, No. 242大安路二段大安區台北市106",25,14
198,水族館海鮮料理,,台北市,大安區,"No. 70, 和平東路三段228巷","No. 70, 和平東路三段228巷大安區台北市106",33,27
199,日海海鮮店,中,台北市,大安區,復興南路二段151巷6號,106台北市大安區復興南路二段151巷6號,141,122
200,大眾吳師小吃店,中,台北市,中山區,南京東路一段132巷30號,10491台北市中山區南京東路一段132巷30號,341,349
201,一代佳人海鮮碳烤,中,台北市,大安區,新生南路二段28號,106台北市大安區新生南路二段28號,336,307
202,海味豐海產店,中,台北市,萬華區,內江街140-2號,108台北市萬華區內江街140-2號,219,209
203,菜真香,中,台北市,大安區,安和路二段59巷12號,106台北市大安區安和路二段59巷12號,123,101
204,湘鼎坊,中,台北市,大安區,基隆路二段184巷1號,106台北市大安區基隆路二段184巷1號,681,550
205,阿忠活海鮮生猛現撈,中,台北市,松山區,八德路四段190號,105台北市松山區八德路四段190號,81,118
206,清祥海產店,中,台北市,中山區,遼寧街52號,10491台北市中山區遼寧街52號,174,208
207,鵝肉城活海鮮,中,台北市,中山區,遼寧街77號,104台北市中山區遼寧街77號,378,380
208,中原客棧,中,台北市,松山區,"號, No. 182八德路四段","號, No. 182八德路四段松山區台北市105",89,69
209,小張龜山島,中,台北市,中山區,遼寧街73號,10491台北市中山區遼寧街73號,189,156
210,昆山海產店,低,台北市,中山區,八德路二段108號,10491台北市中山區八德路二段108號,25,22
211,欣海岸海鮮料理,,台北市,松山區,八德路三段158巷1-2號,105台北市松山區八德路三段158巷1-2號,244,297
212,阿不拉海產小吃,低,台北市,內湖區,康寧路三段99巷10弄12號,114台北市內湖區康寧路三段99巷10弄12號,45,29
213,?和院 台灣風格飲食(大直形象店),中,台北市,中山區,樂群三路299號,10491台北市中山區樂群三路299號,492,360
214,八斗子現撈海產,,台北市,內湖區,環山路一段96號,114台北市內湖區環山路一段96號,10,11
215,源味軒,中,台北市,內湖區,金龍路75號,114台北市內湖區金龍路75號,84,78
216,喬園海鮮料理,低,台北市,北投區,大業路512號,112台北市北投區大業路512號,663,727
217,紅蕃海鮮啤酒屋,中,台北市,士林區,忠誠路一段103號,111台北市士林區忠誠路一段103號,77,76
218,阿國炒羊肉,低,台北市,士林區,格致路5號,111台北市士林區格致路5號,165,94
219,百家班活蝦 (外雙溪店),中,台北市,士林區,至善路二段471號,111台北市士林區至善路二段471號,768,323
220,鵝肉川食堂,中,台北市,士林區,承德路四段140號,111台北市士林區承德路四段140號,366,289
221,景福館正宗韓國料理,低,台北市,士林區,格致路16號,111台北市士林區格致路16號,93,61
222,牛肉拌麵,,台北市,士林區,光華路26巷16之2號,111台北市士林區光華路26巷16之2號,637,444
223,想 陽明山,中,台北市,士林區,光華路30號,111台北市士林區光華路30號,588,314
224,合興飲食店,,台北市,士林區,格致路53號,111台北市士林區格致路53號,26,32
225,全成土雞城,中,台北市,士林區,至善路三段336巷76號,111台北市士林區至善路三段336巷76號,179,219
226,萬溪餐坊 (週三遇國定假日照常營業),中,台北市,士林區,至善路三段290巷96號,11143台北市士林區至善路三段290巷96號,97,121
227,上好熱炒,,台北市,北投區,"號, No. 339中和街","號, No. 339中和街北投區台北市112",27,9
228,北投小館,中,台北市,北投區,中正街92號,112台北市北投區中正街92號,125,86
229,阿發海產快炒,,台北市,北投區,中央北路二段126號,112台北市北投區中央北路二段126號,21,18
230,阿爽快炒,低,台北市,北投區,光明路62號,112台北市北投區光明路62號,236,133
231,喬園二店,低,台北市,北投區,大業路478號,112台北市北投區大業路478號,268,258
232,北投龜山島海鮮料理,中,台北市,北投區,大業路278號,11268台北市北投區大業路278號,151,172
233,BRICK YARD 33 1[斜槓]3美軍俱樂部,中,台北市,士林區,凱旋路49號,111台北市士林區凱旋路49號,832,558
